code,name_x,market,category,is225,Ncate,cate_name2,status,単位,day,memo,action,buy_price,sell_price,収益,収益率,name_x,sales_up[%],eiri_up[%],keiri_up[%],eiri/sales,,sales_2019,sales_2020,eiri_2019,eiri_2020,keiri_2019,keiri_2020,pure_2017,pure_2018,pure_2019,pure_2020,eps_2017,eps_2018,eps_2019,eps_2020,roe_2017,roe_2018,roe_2019,roe_2020,roa_2017,roa_2018,roa_2019,roa_2020
8572,アコム(株),T1,その他金融業,0.0,2,money2,E,,,-,,,,,,アコム(株),0.9,31.3,29.0,27.1,,277069000000.0,279510000000.0,57607000000.0,75636000000.0,58205000000.0,75104000000.0,-72187000000.0,70572000000.0,37781000000.0,59600000000.0,-46.08,45.05,24.12,38.04,,21.85,10.61,14.35,,5.53,2.9,4.65
8570,イオンフィナンシャルサービス(株),T1,その他金融業,0.0,2,money2,E,,,-,,,,,,イオンフィナンシャルサービス(株),4.3,,-6.2,14.2,,438441000000.0,457280000000.0,,65070000000.0,70171000000.0,65797000000.0,39454000000.0,38677000000.0,39408000000.0,34149000000.0,189.75,179.29,182.64,158.09,11.4,10.45,10.35,8.68,0.94,0.8,0.75,0.59
8566,リコーリース(株),T1,その他金融業,0.0,2,money2,E,,,-,,,,,,リコーリース(株),5.8,-1.5,-1.7,5.1,,313957000000.0,332256000000.0,17276000000.0,17018000000.0,17383000000.0,17087000000.0,11772000000.0,11306000000.0,11943000000.0,11827000000.0,377.11,362.18,382.59,382.77,7.58,6.85,6.85,6.51,1.28,1.17,1.15,1.03
8563,(株)大東銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)大東銀行,-0.9,,69.1,0.0,,12564000000.0,12452000000.0,,,867000000.0,1466000000.0,1462000000.0,1298000000.0,1246000000.0,1062000000.0,115.33,102.4,98.31,83.8,3.81,3.35,3.07,2.78,0.18,0.16,0.16,0.13
8562,(株)福島銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)福島銀行,5.1,,-4.8,0.0,,12823000000.0,13475000000.0,,,519000000.0,494000000.0,1264000000.0,-3120000000.0,521000000.0,409000000.0,55.01,-135.78,22.67,17.18,4.0,,1.86,1.52,0.17,,0.07,0.05
8560,(株)宮崎太陽銀行,T2,銀行業,0.0,28,bank,E,,,-,,,,,,(株)宮崎太陽銀行,-3.1,,-5.3,0.0,,14663000000.0,14204000000.0,,,1533000000.0,1452000000.0,2906000000.0,1211000000.0,1041000000.0,1066000000.0,547.67,228.66,196.81,201.58,6.21,2.56,2.26,2.46,0.43,0.18,0.15,0.15
8559,(株)豊和銀行,T2,銀行業,0.0,28,bank,E,,,-,,,,,,(株)豊和銀行,-1.4,,-77.9,0.0,,9677000000.0,9539000000.0,,,1120000000.0,248000000.0,680000000.0,656000000.0,1135000000.0,309000000.0,115.22,111.17,192.38,52.39,2.41,2.13,3.65,1.02,0.12,0.11,0.2,0.05
8558,(株)東和銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)東和銀行,3.9,,0.2,0.0,,37284000000.0,38729000000.0,,,5921000000.0,5935000000.0,8553000000.0,11309000000.0,4797000000.0,2896000000.0,232.15,306.64,130.0,78.41,5.67,7.25,3.55,2.24,0.38,0.49,0.21,0.12
8554,(株)南日本銀行,T2,銀行業,0.0,28,bank,E,,,-,,,,,,(株)南日本銀行,-1.7,,-11.1,0.0,,16722000000.0,16431000000.0,,,1360000000.0,1209000000.0,1937000000.0,820000000.0,762000000.0,645000000.0,240.58,101.87,94.68,80.15,4.49,1.89,1.77,1.58,0.25,0.1,0.1,0.08
8551,(株)北日本銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)北日本銀行,-0.4,,-5.9,0.0,,21771000000.0,21694000000.0,,,2539000000.0,2388000000.0,2724000000.0,1622000000.0,1304000000.0,1291000000.0,318.43,189.53,152.37,152.56,3.91,2.29,1.82,1.86,0.19,0.11,0.09,0.09
8550,(株)栃木銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)栃木銀行,-1.4,,24.9,0.0,,43043000000.0,42461000000.0,,,3548000000.0,4432000000.0,7652000000.0,4490000000.0,1426000000.0,1822000000.0,73.53,43.11,13.68,17.46,4.82,2.78,0.87,1.18,0.27,0.16,0.05,0.06
8544,(株)京葉銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)京葉銀行,0.9,,-47.8,0.0,,67465000000.0,68081000000.0,,,15670000000.0,8182000000.0,11634000000.0,12116000000.0,10547000000.0,5564000000.0,88.14,91.89,79.92,42.51,4.16,4.18,3.63,2.0,0.25,0.25,0.22,0.11
8542,(株)トマト銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)トマト銀行,23.5,,4.9,0.0,,18369000000.0,22692000000.0,,,1900000000.0,1993000000.0,1912000000.0,1556000000.0,1753000000.0,1371000000.0,166.76,135.74,152.85,119.3,3.92,3.11,3.48,2.8,0.14,0.12,0.14,0.11
8541,(株)愛媛銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)愛媛銀行,3.4,,7.5,0.0,,46236000000.0,47821000000.0,,,8074000000.0,8678000000.0,5449000000.0,6102000000.0,5560000000.0,5668000000.0,152.29,157.92,142.16,144.91,4.78,4.87,4.39,4.53,0.22,0.24,0.21,0.21
8540,(株)福岡中央銀行,T2,銀行業,0.0,28,bank,E,,,-,,,,,,(株)福岡中央銀行,-4.1,,-26.3,0.0,,9875000000.0,9472000000.0,,,790000000.0,582000000.0,705000000.0,868000000.0,479000000.0,544000000.0,260.24,320.45,176.87,200.88,2.52,3.0,1.72,1.87,0.14,0.17,0.09,0.11
8537,(株)大光銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)大光銀行,2.0,,-33.2,0.0,,22506000000.0,22950000000.0,,,3942000000.0,2635000000.0,3170000000.0,3555000000.0,2579000000.0,1147000000.0,325.13,374.99,271.84,120.71,3.95,4.34,3.19,1.58,0.22,0.24,0.17,0.07
8530,(株)中京銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)中京銀行,1.5,,-17.3,0.0,,30454000000.0,30924000000.0,,,4221000000.0,3489000000.0,3679000000.0,3080000000.0,3481000000.0,2316000000.0,169.8,142.08,160.48,106.73,3.42,2.83,3.08,2.34,0.19,0.16,0.18,0.12
8527,(株)愛知銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)愛知銀行,6.0,,-41.6,0.0,,49893000000.0,52895000000.0,,,7086000000.0,4138000000.0,5067000000.0,4274000000.0,4682000000.0,2930000000.0,467.36,394.19,431.78,272.01,2.29,1.84,2.08,1.43,0.16,0.14,0.15,0.09
8524,(株)北洋銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)北洋銀行,-0.2,,-35.7,0.0,,138362000000.0,138035000000.0,,,19804000000.0,12726000000.0,16704000000.0,13686000000.0,14141000000.0,7564000000.0,41.87,34.3,35.81,19.4,4.15,3.22,3.41,1.86,0.18,0.14,0.14,0.08
8522,(株)名古屋銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)名古屋銀行,0.7,,-27.8,0.0,,66600000000.0,67043000000.0,,,8735000000.0,6303000000.0,5945000000.0,5812000000.0,6172000000.0,4625000000.0,303.32,308.11,328.22,246.65,2.66,2.46,2.63,2.05,0.16,0.15,0.16,0.12
8521,(株)長野銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)長野銀行,8.2,,42.0,0.0,,21129000000.0,22852000000.0,,,1530000000.0,2172000000.0,2239000000.0,1879000000.0,1278000000.0,1302000000.0,250.0,210.12,142.63,144.96,3.99,3.45,2.33,2.57,0.21,0.17,0.12,0.11
8518,日本アジア投資(株),T1,証券業,0.0,23,stock,E,,,-,,,,,,日本アジア投資(株),12.8,143.5,8720.0,18.1,,3503000000.0,3950000000.0,294000000.0,716000000.0,5000000.0,441000000.0,564000000.0,1281000000.0,577000000.0,343000000.0,32.44,72.4,32.59,19.37,10.66,19.7,8.49,4.75,2.17,4.71,2.0,1.2
8515,アイフル(株),T1,その他金融業,0.0,2,money2,E,,,-,,,,,,アイフル(株),10.2,-44.6,-58.2,1.3,,115328000000.0,127038000000.0,3031000000.0,1679000000.0,4110000000.0,1716000000.0,7276000000.0,3958000000.0,9346000000.0,1390000000.0,15.05,8.18,19.32,2.87,6.57,3.47,7.53,1.1,1.18,0.58,1.23,0.16
8511,日本証券金融(株),T1,その他金融業,0.0,2,money2,E,,,-,,,,,,日本証券金融(株),19.7,3.7,-3.0,14.2,,24321000000.0,29101000000.0,3981000000.0,4129000000.0,5046000000.0,4894000000.0,3078000000.0,4225000000.0,3765000000.0,3556000000.0,31.9,44.24,40.02,38.47,2.2,2.94,2.67,2.81,0.07,0.09,0.07,0.04
8508,Ｊトラスト(株),T2,その他金融業,0.0,2,money2,E,,,-,,,,,,Ｊトラスト(株),0.0,0.0,,0.5,,58105000000.0,58105000000.0,287000000.0,287000000.0,,,-1270000000.0,-731000000.0,-3249000000.0,-3260000000.0,-11.94,-7.1,-30.69,-30.79,,,,,,,,
8473,ＳＢＩホールディングス(株),T1,証券業,0.0,23,stock,E,,,-,,,,,,ＳＢＩホールディングス(株),4.7,,,0.0,,351411000000.0,368055000000.0,,,,,32455000000.0,46684000000.0,52548000000.0,37487000000.0,159.38,220.54,231.43,163.18,8.59,10.91,11.51,8.3,0.84,1.03,1.04,0.68
8462,フューチャーベンチャーキャピタル(株),JQS,証券業,0.0,23,stock,E,,,-,,,,,,フューチャーベンチャーキャピタル(株),-20.8,-36.6,-88.8,-22.5,,573000000.0,454000000.0,-161000000.0,-102000000.0,-125000000.0,-14000000.0,-491000000.0,-293000000.0,-244000000.0,-37000000.0,-62.63,-32.92,-27.41,-4.16,,,,,,,,
8439,東京センチュリー(株),T1,その他金融業,0.0,2,money2,E,,,-,,,,,,東京センチュリー(株),9.3,13.7,5.5,7.6,,1067612000000.0,1166599000000.0,77721000000.0,88346000000.0,86337000000.0,91126000000.0,43648000000.0,51324000000.0,52271000000.0,56303000000.0,413.5,486.09,494.92,524.96,12.31,12.96,12.25,10.15,1.22,1.37,1.28,1.0
8425,みずほリース(株),T1,その他金融業,0.0,2,money2,E,,,-,,,,,,みずほリース(株),40.1,14.7,10.3,4.9,,384893000000.0,539241000000.0,22913000000.0,26275000000.0,24226000000.0,26714000000.0,12414000000.0,13643000000.0,16594000000.0,17512000000.0,291.08,319.89,388.64,360.47,9.09,9.16,9.56,9.46,0.71,0.75,0.77,0.75
8424,芙蓉総合リース(株),T1,その他金融業,0.0,2,money2,E,,,-,,,,,,芙蓉総合リース(株),15.2,15.9,12.5,5.8,,618119000000.0,712330000000.0,35746000000.0,41423000000.0,39166000000.0,44045000000.0,19974000000.0,21944000000.0,25689000000.0,26187000000.0,661.8,726.39,850.44,871.94,8.77,8.81,9.82,9.49,0.87,0.9,0.99,0.95
8418,(株)山口フィナンシャルグループ,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)山口フィナンシャルグループ,7.9,,9.5,0.0,,162590000000.0,175405000000.0,,,33430000000.0,36602000000.0,31586000000.0,32916000000.0,23148000000.0,25391000000.0,128.7,133.65,94.65,100.06,5.17,5.03,3.54,4.07,0.31,0.32,0.22,0.24
8416,(株)高知銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)高知銀行,-0.9,,37.6,0.0,,23185000000.0,22985000000.0,,,1903000000.0,2619000000.0,2206000000.0,1747000000.0,964000000.0,1354000000.0,217.23,172.39,95.29,133.86,3.19,2.46,1.36,2.03,0.2,0.16,0.09,0.12
8411,(株)みずほフィナンシャルグループ,T1,銀行業,1.0,28,bank,E,,,-,,,,,,(株)みずほフィナンシャルグループ,1.6,,3.9,0.0,,3925649000000.0,3986701000000.0,,,614118000000.0,637877000000.0,603544000000.0,576547000000.0,96566000000.0,448568000000.0,23.87,22.73,3.81,17.69,7.08,6.36,1.1,5.24,0.3,0.28,0.05,0.21
8410,(株)セブン銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)セブン銀行,0.9,,-2.2,0.0,,147288000000.0,148553000000.0,,,40714000000.0,39836000000.0,25114000000.0,25301000000.0,13236000000.0,26162000000.0,21.08,21.24,11.11,22.14,12.65,11.96,6.23,11.83,2.62,2.47,1.16,2.41
8399,(株)琉球銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)琉球銀行,1.0,,-20.1,0.0,,62117000000.0,62735000000.0,,,8661000000.0,6919000000.0,6494000000.0,8785000000.0,6105000000.0,4951000000.0,170.48,230.32,149.13,115.38,6.0,7.46,4.78,3.82,0.29,0.37,0.26,0.2
8398,(株)筑邦銀行,T2,銀行業,0.0,28,bank,E,,,-,,,,,,(株)筑邦銀行,1.6,,-6.4,0.0,,18107000000.0,18389000000.0,,,1361000000.0,1274000000.0,986000000.0,1226000000.0,835000000.0,800000000.0,160.4,201.32,137.04,130.78,2.64,3.09,2.25,2.7,0.13,0.15,0.1,0.1
8397,(株)沖縄銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)沖縄銀行,-2.4,,-23.3,0.0,,53507000000.0,52198000000.0,,,10588000000.0,8117000000.0,5824000000.0,6819000000.0,7199000000.0,5548000000.0,242.79,284.15,300.38,232.8,4.05,4.51,4.61,3.55,0.27,0.31,0.32,0.24
8395,(株)佐賀銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)佐賀銀行,-11.3,,34.6,0.0,,46664000000.0,41400000000.0,,,3419000000.0,4602000000.0,2898000000.0,6650000000.0,2636000000.0,2441000000.0,173.54,397.93,157.48,145.77,2.5,5.26,2.19,2.13,0.12,0.27,0.11,0.1
8393,(株)宮崎銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)宮崎銀行,6.4,,-20.4,0.0,,53444000000.0,56838000000.0,,,13610000000.0,10828000000.0,9255000000.0,8770000000.0,9729000000.0,7125000000.0,539.95,509.44,564.69,413.4,6.66,6.0,6.42,4.81,0.31,0.3,0.31,0.21
8392,(株)大分銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)大分銀行,-1.4,,19.9,0.0,,61696000000.0,60805000000.0,,,7782000000.0,9330000000.0,7540000000.0,5976000000.0,5759000000.0,5081000000.0,479.49,379.88,366.09,322.84,3.99,3.05,2.86,2.7,0.23,0.19,0.17,0.15
8388,(株)阿波銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)阿波銀行,-4.2,,-14.7,0.0,,70323000000.0,67374000000.0,,,18433000000.0,15729000000.0,12474000000.0,11863000000.0,10958000000.0,11160000000.0,277.76,268.44,252.78,261.78,4.8,4.43,4.04,4.42,0.39,0.36,0.33,0.33
8387,(株)四国銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)四国銀行,-5.0,,-67.7,0.0,,45227000000.0,42970000000.0,,,9586000000.0,3097000000.0,8869000000.0,7157000000.0,6221000000.0,3096000000.0,205.86,167.46,145.8,72.92,6.37,4.85,4.21,2.25,0.29,0.24,0.2,0.1
8386,(株)百十四銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)百十四銀行,-0.6,,14.9,0.0,,77196000000.0,76728000000.0,,,10430000000.0,11982000000.0,9645000000.0,10227000000.0,5584000000.0,7715000000.0,326.07,346.4,189.25,261.35,3.48,3.48,1.95,3.09,0.2,0.21,0.11,0.16
8385,(株)伊予銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)伊予銀行,0.2,,2.6,0.0,,126286000000.0,126506000000.0,,,28658000000.0,29413000000.0,21797000000.0,23639000000.0,18527000000.0,18922000000.0,68.94,74.73,58.55,59.78,3.7,3.79,2.96,2.91,0.32,0.33,0.26,0.24
8383,(株)鳥取銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)鳥取銀行,-4.1,,-10.5,0.0,,14256000000.0,13666000000.0,,,1625000000.0,1454000000.0,1308000000.0,1105000000.0,952000000.0,897000000.0,139.65,117.99,101.66,95.8,2.63,2.22,1.94,1.88,0.13,0.11,0.09,0.09
8382,(株)中国銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)中国銀行,-1.0,,-26.3,0.0,,128621000000.0,127318000000.0,,,23696000000.0,17463000000.0,20323000000.0,21258000000.0,16199000000.0,11916000000.0,105.35,111.2,85.67,63.35,3.95,3.95,3.01,2.33,0.25,0.25,0.2,0.15
8381,(株)山陰合同銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)山陰合同銀行,-7.6,,-15.7,0.0,,97833000000.0,90352000000.0,,,19294000000.0,16256000000.0,13399000000.0,13692000000.0,13205000000.0,10467000000.0,85.27,87.76,84.58,67.08,3.82,3.8,3.56,2.91,0.25,0.25,0.24,0.18
8379,(株)広島銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)広島銀行,4.9,,5.3,0.0,,121238000000.0,127149000000.0,,,37045000000.0,38996000000.0,31207000000.0,25809000000.0,25581000000.0,24270000000.0,100.04,82.82,82.17,77.93,6.98,5.41,5.25,5.04,0.35,0.29,0.29,0.26
8377,(株)ほくほくフィナンシャルグループ,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)ほくほくフィナンシャルグループ,-0.7,,-10.3,0.0,,183645000000.0,182402000000.0,,,35318000000.0,31685000000.0,28157000000.0,21191000000.0,24359000000.0,20252000000.0,213.58,161.7,185.79,154.41,4.83,3.49,3.9,3.42,0.23,0.16,0.18,0.15
8370,(株)紀陽銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)紀陽銀行,16.7,,19.4,0.0,,74364000000.0,86759000000.0,,,18158000000.0,21686000000.0,11028000000.0,11722000000.0,11620000000.0,13719000000.0,157.76,168.82,168.8,201.72,5.14,5.19,5.02,6.31,0.23,0.25,0.25,0.29
8369,(株)京都銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)京都銀行,-14.8,,-35.3,0.0,,133539000000.0,113823000000.0,,,45184000000.0,29232000000.0,18601000000.0,19323000000.0,31681000000.0,20383000000.0,246.02,255.89,419.57,269.81,2.46,2.08,3.74,2.45,0.21,0.2,0.33,0.2
8368,(株)百五銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)百五銀行,6.4,,-12.8,0.0,,85847000000.0,91365000000.0,,,15482000000.0,13502000000.0,9040000000.0,11690000000.0,10843000000.0,11427000000.0,35.63,46.07,42.73,45.02,2.67,3.27,3.05,3.44,0.16,0.2,0.17,0.18
8367,(株)南都銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)南都銀行,-0.6,,-27.0,0.0,,81581000000.0,81066000000.0,,,10723000000.0,7833000000.0,12508000000.0,13160000000.0,11174000000.0,3179000000.0,466.04,418.03,342.78,97.5,4.98,4.63,3.86,1.25,0.22,0.23,0.19,0.06
8366,(株)滋賀銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)滋賀銀行,-9.8,,-34.0,0.0,,98558000000.0,88871000000.0,,,21013000000.0,13875000000.0,14895000000.0,13884000000.0,14681000000.0,12412000000.0,286.08,266.67,282.24,243.05,4.01,3.4,3.65,3.3,0.27,0.24,0.24,0.2
8365,(株)富山銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)富山銀行,31.2,,-46.2,0.0,,9088000000.0,11921000000.0,,,1995000000.0,1073000000.0,1189000000.0,1322000000.0,1414000000.0,725000000.0,218.87,243.38,260.34,133.46,3.6,3.69,4.03,2.41,0.25,0.26,0.28,0.14
8364,(株)清水銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)清水銀行,1.0,,-216.9,0.0,,28675000000.0,28974000000.0,,,3620000000.0,-4230000000.0,2978000000.0,2332000000.0,2521000000.0,-3968000000.0,312.28,244.47,225.83,-342.54,3.71,2.83,2.87,,0.19,0.15,0.15,
8363,(株)北國銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)北國銀行,11.4,,-6.9,0.0,,67114000000.0,74740000000.0,,,14165000000.0,13181000000.0,10851000000.0,10163000000.0,8583000000.0,7310000000.0,362.47,346.38,296.81,255.6,4.45,3.89,3.26,3.13,0.25,0.21,0.17,0.14
8362,(株)福井銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)福井銀行,-2.1,,-24.0,0.0,,41599000000.0,40729000000.0,,,4490000000.0,3413000000.0,4184000000.0,3927000000.0,3158000000.0,2140000000.0,175.9,165.55,132.67,89.82,3.5,3.18,2.5,1.73,0.16,0.15,0.11,0.07
8361,(株)大垣共立銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)大垣共立銀行,-1.5,,-2.9,0.0,,117051000000.0,115303000000.0,,,10639000000.0,10335000000.0,12161000000.0,9673000000.0,6861000000.0,5498000000.0,343.99,231.56,164.24,131.6,4.14,3.24,2.3,1.93,0.21,0.17,0.12,0.09
8360,(株)山梨中央銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)山梨中央銀行,-9.6,,-9.8,0.0,,52353000000.0,47301000000.0,,,7458000000.0,6726000000.0,7282000000.0,4920000000.0,4908000000.0,3764000000.0,214.79,146.46,147.14,116.41,3.39,2.29,2.23,1.91,0.22,0.15,0.14,0.11
8359,(株)八十二銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)八十二銀行,2.4,,-2.6,0.0,,161184000000.0,165077000000.0,,,34354000000.0,33447000000.0,26312000000.0,25840000000.0,22492000000.0,22077000000.0,51.93,51.0,45.18,44.8,3.67,3.45,3.05,2.98,0.3,0.28,0.22,0.21
8358,スルガ銀行(株),T1,銀行業,0.0,28,bank,E,,,-,,,,,,スルガ銀行(株),-15.5,,-156.2,0.0,,139635000000.0,118008000000.0,,,-74342000000.0,41763000000.0,42627000000.0,6988000000.0,-97146000000.0,25324000000.0,184.1,30.17,-419.37,109.32,12.61,2.04,,9.86,0.95,0.16,,0.73
8356,(株)十六銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)十六銀行,2.4,,19.8,0.0,,104380000000.0,106860000000.0,,,16277000000.0,19497000000.0,10036000000.0,9901000000.0,10658000000.0,12862000000.0,268.55,264.91,285.29,344.22,3.04,2.89,3.01,3.67,0.17,0.16,0.17,0.2
8355,(株)静岡銀行,T1,銀行業,1.0,28,bank,E,,,-,,,,,,(株)静岡銀行,-2.7,,-13.9,0.0,,235736000000.0,229295000000.0,,,63379000000.0,54582000000.0,29276000000.0,50130000000.0,46874000000.0,38703000000.0,47.99,83.71,79.31,67.19,3.14,5.06,4.62,3.9,0.26,0.43,0.4,0.31
8354,(株)ふくおかフィナンシャルグループ,T1,銀行業,1.0,28,bank,E,,,-,,,,,,(株)ふくおかフィナンシャルグループ,15.1,,-107.1,0.0,,246112000000.0,283186000000.0,,,74093000000.0,-5250000000.0,-54300000000.0,49369000000.0,51649000000.0,110607000000.0,-316.11,287.42,300.71,581.83,,6.34,6.64,12.97,,0.24,0.25,0.44
8350,(株)みちのく銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)みちのく銀行,-10.6,,-310.7,0.0,,42111000000.0,37646000000.0,,,1523000000.0,-3209000000.0,3827000000.0,2500000000.0,670000000.0,-4596000000.0,254.94,142.75,38.14,-260.97,4.19,2.71,0.76,,0.18,0.12,0.03,
8349,(株)東北銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)東北銀行,-0.7,,24.4,0.0,,13840000000.0,13738000000.0,,,1285000000.0,1599000000.0,1697000000.0,618000000.0,908000000.0,1111000000.0,179.12,65.24,95.86,117.3,4.46,1.62,2.32,2.93,0.2,0.07,0.11,0.13
8346,(株)東邦銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)東邦銀行,-12.5,,-24.4,0.0,,72497000000.0,63449000000.0,,,5790000000.0,4376000000.0,7077000000.0,7339000000.0,3585000000.0,2727000000.0,28.08,29.12,14.22,10.82,3.61,3.67,1.84,1.43,0.12,0.12,0.06,0.05
8345,(株)岩手銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)岩手銀行,-6.8,,-15.9,0.0,,48520000000.0,45244000000.0,,,6329000000.0,5320000000.0,10152000000.0,5523000000.0,4186000000.0,3784000000.0,567.97,308.67,233.68,212.48,5.13,2.72,2.09,2.02,0.29,0.16,0.12,0.11
8344,(株)山形銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)山形銀行,-7.0,,-22.3,0.0,,47354000000.0,44041000000.0,,,5962000000.0,4634000000.0,5473000000.0,4988000000.0,4020000000.0,2537000000.0,167.73,153.03,123.34,77.83,3.57,3.17,2.57,1.72,0.21,0.19,0.16,0.1
8343,(株)秋田銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)秋田銀行,2.7,,-17.2,0.0,,45163000000.0,46388000000.0,,,6313000000.0,5225000000.0,4741000000.0,4733000000.0,4142000000.0,3128000000.0,261.22,263.65,230.74,174.77,2.81,2.66,2.33,1.89,0.16,0.15,0.14,0.1
8342,(株)青森銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)青森銀行,0.0,,-53.1,0.0,,42984000000.0,43003000000.0,,,4959000000.0,2324000000.0,4959000000.0,4292000000.0,3218000000.0,1470000000.0,243.92,210.66,158.5,72.48,4.2,3.56,2.68,1.35,0.17,0.15,0.11,0.05
8341,(株)七十七銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)七十七銀行,6.8,,12.6,0.0,,109483000000.0,116926000000.0,,,23351000000.0,26302000000.0,16114000000.0,18314000000.0,17670000000.0,18261000000.0,215.73,246.87,237.9,246.97,3.45,3.73,3.61,4.08,0.19,0.21,0.2,0.21
8338,(株)筑波銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)筑波銀行,-0.8,,31.9,0.0,,38119000000.0,37819000000.0,,,1995000000.0,2632000000.0,3701000000.0,3037000000.0,1083000000.0,1223000000.0,44.84,36.8,13.12,14.82,3.5,2.77,0.98,1.16,0.16,0.13,0.05,0.05
8337,(株)千葉興業銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)千葉興業銀行,-0.9,,-19.3,0.0,,50831000000.0,50391000000.0,,,8335000000.0,6725000000.0,6388000000.0,6771000000.0,5183000000.0,4530000000.0,102.76,108.89,83.33,74.55,4.32,4.42,3.06,2.77,0.24,0.25,0.18,0.16
8336,(株)武蔵野銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)武蔵野銀行,-12.9,,-23.1,0.0,,77858000000.0,67852000000.0,,,11371000000.0,8745000000.0,9762000000.0,10917000000.0,5345000000.0,8066000000.0,291.32,325.91,159.57,240.84,4.18,4.43,2.24,3.43,0.22,0.24,0.12,0.17
8334,(株)群馬銀行,T1,銀行業,0.0,28,bank,E,,,-,,,,,,(株)群馬銀行,-3.8,,-11.9,0.0,,148730000000.0,143069000000.0,,,35785000000.0,31523000000.0,26304000000.0,28366000000.0,23321000000.0,22280000000.0,59.46,65.27,54.12,52.79,5.06,5.35,4.43,4.57,0.33,0.35,0.29,0.26
8331,(株)千葉銀行,T1,銀行業,1.0,28,bank,E,,,-,,,,,,(株)千葉銀行,1.8,,0.2,0.0,,238616000000.0,242982000000.0,,,72467000000.0,72617000000.0,52730000000.0,53796000000.0,50478000000.0,48037000000.0,65.32,67.99,65.31,64.0,5.86,5.71,5.3,5.17,0.37,0.37,0.34,0.31
8316,(株)三井住友フィナンシャルグループ,T1,銀行業,1.0,28,bank,E,,,-,,,,,,(株)三井住友フィナンシャルグループ,-7.3,,-17.9,0.0,,5735312000000.0,5314313000000.0,,,1135300000000.0,932064000000.0,706519000000.0,734368000000.0,726681000000.0,703883000000.0,516.0,520.67,519.95,511.87,7.26,7.07,6.75,6.57,0.36,0.37,0.36,0.32
