55022 朝日
55056 魚津
55091 伏木
55102 富山
55141 砺波
55041 氷見
55267 猪谷
56036 珠洲
56052 輪島
56146 七尾
56227 金沢
56286 白山河内
56301 加賀菅谷
57066 福井
57121 大野
57206 今庄
57248 敦賀
57317 小浜
57176 九頭竜
57106 武生
