code,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率,営業CF,投資CF,財務CF,設備投資,現金同等物,営業CFマージン,売上高,営業利益,経常利益,純利益,EPS,ROE,ROA,一株配当,剰余金の配当,自社株買い,配当性向,総還元性向,純資産配当率,name
1382,2020/06,970616000.0,468527000.0,468870000.0,-384396000.0,200000000.0,9716000.0,615.04,48.3,-97307000.0,-17332000.0,86992000.0,-16226000.0,264460000.0,-3.01,3230299000.0,24429000.0,26731000.0,28948000.0,38.0,6.18,2.98,,0.0,,0.0,0.0,0.0,ホーブ
1383,2020/10,4662355000.0,1138162000.0,908080000.0,331309000.0,927930000.0,789277000.0,715.12,19.5,311441000.0,-605584000.0,533961000.0,-608292000.0,728771000.0,5.99,5197096000.0,-124479000.0,-132395000.0,-214423000.0,-168.88,,,10.0,12696000.0,,,,1.0,ベルグアース
1384,2020/03,14676110000.0,8928612000.0,8830097000.0,7020917000.0,300000000.0,2351143000.0,1055.52,60.8,1903654000.0,-1056562000.0,-573925000.0,-1014701000.0,2197945000.0,14.19,13416235000.0,139967000.0,198614000.0,223088000.0,26.37,2.5,1.52,10.0,84590000.0,34000.0,37.92,37.93,1.0,ホクリヨウ
1400,2020/12,3167994000.0,2720779000.0,2531547000.0,-423522000.0,2600000.0,70786000.0,201.39,79.9,33060000.0,-3519000.0,22735000.0,0.0,1622285000.0,1.26,2626680000.0,70332000.0,77407000.0,80875000.0,6.48,3.19,2.55,,,,,,,ルーデン・ホールディングス
1401,2020/05,3320764000.0,2382101000.0,2372841000.0,1628117000.0,,113222000.0,315.7,71.7,474234000.0,-38358000.0,41997000.0,-18058000.0,1263355000.0,14.17,3345618000.0,283859000.0,340957000.0,227411000.0,31.13,9.55,6.85,,,,,0.0,,エムビーエス
1407,2020/08,82299000000.0,20359000000.0,20365000000.0,20737000000.0,14775000000.0,33531000000.0,500.02,24.7,1333000000.0,-669000000.0,-3412000000.0,-792000000.0,29913000000.0,2.15,61947000000.0,7180000000.0,6615000000.0,4417000000.0,107.66,21.71,5.37,34.62,1100000000.0,578000000.0,24.9,37.99,7.5,ウエストホールディングス
1413,2020/12,73880419000.0,25579540000.0,21555359000.0,22901725000.0,5700000000.0,11386240000.0,1702.5,29.1,6121206000.0,-733812000.0,3084863000.0,-1648795000.0,18299518000.0,5.35,114365044000.0,6629536000.0,6552649000.0,3800380000.0,301.09,17.67,5.14,90.0,1135539000.0,2000.0,29.88,29.88,5.6,ヒノキヤグループ
1414,2020/06,102667000000.0,83617000000.0,83548000000.0,46289000000.0,,,1553.07,81.4,4540000000.0,16778000000.0,-4179000000.0,-441000000.0,27395000000.0,6.72,67590000000.0,12930000000.0,13507000000.0,9005000000.0,167.29,10.77,8.77,79.5,4171000000.0,1000000.0,46.32,46.33,5.3,ショーボンドホールディングス
1417,2020/03,352134000000.0,218710000000.0,210559000000.0,135546000000.0,16789000000.0,,2006.41,61.2,7936000000.0,-9176000000.0,-2814000000.0,-10406000000.0,31632000000.0,1.8,441166000000.0,21993000000.0,23207000000.0,15220000000.0,149.92,7.07,4.32,40.0,3962000000.0,10883000000.0,26.03,97.54,2.0,ミライト・ホールディングス
1418,2020/02,10404586000.0,3799157000.0,3844595000.0,430241000.0,800000000.0,760249000.0,199.4,36.5,614081000.0,-124078000.0,-402611000.0,-145744000.0,3126045000.0,3.22,19053081000.0,355703000.0,340291000.0,108307000.0,5.64,2.85,1.04,4.0,80041000.0,109796000.0,73.9,175.28,2.0,インターライフホールディングス
1419,2020/05,101713000000.0,21232000000.0,20818000000.0,12228000000.0,15336000000.0,8263000000.0,718.91,20.8,2201000000.0,-3494000000.0,5274000000.0,-2679000000.0,30993000000.0,1.05,209207000000.0,9873000000.0,9754000000.0,5109000000.0,172.74,24.13,5.02,70.0,1142000000.0,893000000.0,22.35,39.83,10.6,タマホーム
1420,2020/03,57896211000.0,16498392000.0,16491567000.0,8231921000.0,12390000000.0,7364000000.0,1537.65,28.5,-5634123000.0,984160000.0,5175381000.0,-295499000.0,6320883000.0,-10.0,56351143000.0,412628000.0,415114000.0,359138000.0,29.78,2.18,0.62,25.0,315499000.0,1133228000.0,87.85,403.39,1.7,サンヨーホームズ
1429,2020/12,16021943000.0,7638279000.0,7638492000.0,5059944000.0,2300000000.0,66600000.0,236.46,47.7,694189000.0,-609202000.0,-311392000.0,-686212000.0,1651998000.0,3.17,21872218000.0,1896370000.0,1911938000.0,1342695000.0,41.57,17.58,8.38,20.0,549038000.0,,40.89,40.89,8.9,日本アクア
1430,2020/05,17941305000.0,6084624000.0,6078004000.0,4922583000.0,3200000000.0,3335000000.0,466.55,33.9,-5469284000.0,-23230000.0,5593145000.0,,4091153000.0,-23.35,23418849000.0,1342949000.0,1297037000.0,872337000.0,66.62,14.35,4.86,20.0,507623000.0,111377000.0,58.19,70.96,4.4,ファーストコーポレーション
1431,2020/06,3143616000.0,1795008000.0,1795008000.0,1436404000.0,59000000.0,80000000.0,171.23,57.1,53234000.0,-386978000.0,-116214000.0,-329529000.0,743222000.0,0.88,6036233000.0,144545000.0,195806000.0,137171000.0,12.94,7.64,4.36,9.0,92261000.0,216893000.0,67.26,225.38,5.1,Ｌｉｂ　Ｗｏｒｋ
1433,2020/01,4941139000.0,2540956000.0,2557305000.0,1962103000.0,,1564682000.0,308.57,51.4,-153747000.0,-2543462000.0,1604685000.0,-38410000.0,938677000.0,-4.47,3436154000.0,93191000.0,97222000.0,59966000.0,7.29,2.36,1.21,16.0,131628000.0,,219.5,219.5,5.1,ベステラ
1434,2020/08,9972435000.0,3601693000.0,3440998000.0,1578237000.0,870443000.0,1731193000.0,513.15,33.8,-147265000.0,-1693021000.0,1610127000.0,,1015569000.0,-1.64,8993284000.0,340830000.0,390725000.0,314866000.0,47.9,9.33,3.16,15.0,72278000.0,,22.96,22.96,3.0,ＪＥＳＣＯホールディングス
1435,2020/12,9376073000.0,7235439000.0,7246035000.0,-7252197000.0,,,79.4,77.2,2037639000.0,187750000.0,-2430800000.0,-130384000.0,5564099000.0,33.15,6147103000.0,-664441000.0,-694379000.0,-1007325000.0,-11.14,,,,,,,,,Ｒｏｂｏｔ　Ｈｏｍｅ
1436,2020/04,7586273000.0,4289687000.0,4289692000.0,2373490000.0,1000000000.0,587415000.0,1006.73,56.5,-853351000.0,11863000.0,-45063000.0,-31181000.0,1152621000.0,-18.02,4735252000.0,157880000.0,142338000.0,79098000.0,18.47,1.84,1.04,10.0,42828000.0,13430000.0,54.15,71.12,1.0,フィット
1439,2020/12,4270499000.0,1415479000.0,1389296000.0,928761000.0,75000000.0,1258001000.0,1076.19,32.5,248360000.0,7134000.0,555094000.0,-124629000.0,1361285000.0,4.6,5396615000.0,29177000.0,38595000.0,-13352000.0,-10.39,,,20.0,57308000.0,29918000.0,,,1.8,安江工務店
1443,2020/03,12745324000.0,8140570000.0,8115898000.0,5522406000.0,537678000.0,317769000.0,501.37,63.9,815225000.0,-386849000.0,-441907000.0,,2954798000.0,8.15,10008698000.0,1182701000.0,1205480000.0,656052000.0,40.4,8.06,5.15,1.0,16237000.0,151000.0,2.47,2.5,0.2,技研ホールディングス
1446,2020/09,8402589000.0,3396252000.0,3396252000.0,558878000.0,100000000.0,2609172000.0,316.81,40.4,449672000.0,-106117000.0,1521659000.0,-64532000.0,3455435000.0,3.67,12264654000.0,421981000.0,429775000.0,191702000.0,18.5,5.64,2.28,6.0,62044000.0,,32.36,,1.9,キャンディル
1447,2020/03,12983534000.0,2563171000.0,2376991000.0,-538028000.0,2389650000.0,2441614000.0,121.1,18.5,717853000.0,-1355502000.0,587535000.0,-845389000.0,2917371000.0,3.38,21224761000.0,155826000.0,140737000.0,83156000.0,4.2,3.47,0.64,,,1560000.0,,1.88,,ＩＴｂｏｏｋホールディングス
1448,2020/03,79307000000.0,24558000000.0,22267000000.0,13358000000.0,3256000000.0,15123000000.0,692.58,30.9,2377000000.0,3102000000.0,-8846000000.0,-2841000000.0,4126000000.0,2.78,85481000000.0,2483000000.0,2855000000.0,997000000.0,28.39,4.07,1.26,15.0,918000000.0,,92.08,92.08,2.1,スペースバリューホールディングス
1450,2020/03,5219797000.0,3946995000.0,3917653000.0,3371579000.0,,,907.43,75.6,763113000.0,-24830000.0,-255010000.0,-38415000.0,1445375000.0,11.45,6662518000.0,796263000.0,831742000.0,551605000.0,126.81,13.98,10.57,40.0,173992000.0,238000.0,31.54,31.59,4.6,田中建設工業
1451,2020/03,14462292000.0,5508342000.0,5508475000.0,4099939000.0,,3833776000.0,1403.03,38.1,-1704852000.0,-35244000.0,570136000.0,-40130000.0,2874864000.0,-14.44,11805988000.0,670574000.0,623840000.0,418195000.0,106.67,7.59,2.89,44.0,234783000.0,18000.0,56.14,56.15,3.2,ＫＨＣ
1491,2020/03,7756623000.0,6402462000.0,6392734000.0,175086000.0,550000000.0,105211000.0,22.07,82.4,925554000.0,-19902000.0,438951000.0,-31672000.0,2938318000.0,3.25,28517805000.0,-813478000.0,-893930000.0,-296966000.0,-1.03,,,,,35000.0,,,,中外鉱業
1514,2020/03,16622000000.0,14996000000.0,15064000000.0,12347000000.0,140000000.0,,281.13,89.4,2191000000.0,-55000000.0,-731000000.0,-36000000.0,3526000000.0,13.14,16679000000.0,21000000.0,1262000000.0,1021000000.0,19.2,6.87,6.14,3.0,177000000.0,175000000.0,17.34,34.48,1.3,住石ホールディングス
1515,2020/03,173954000000.0,105208000000.0,97649000000.0,88695000000.0,16259000000.0,4390000000.0,12027.12,57.5,9242000000.0,-7714000000.0,-1454000000.0,-7962000000.0,33484000000.0,7.87,117502000000.0,7576000000.0,8012000000.0,4518000000.0,543.04,4.52,2.6,90.0,915000000.0,3000000.0,20.25,20.32,0.7,日鉄鉱業
1518,2020/03,63155000000.0,33001000000.0,34152000000.0,19471000000.0,5610000000.0,11467000000.0,2537.61,52.3,2287000000.0,-7722000000.0,4813000000.0,-1787000000.0,10188000000.0,3.43,66596000000.0,2741000000.0,2995000000.0,2292000000.0,176.24,6.95,3.63,50.0,653000000.0,,28.49,28.49,2.0,三井松島ホールディングス
1605,2020/12,4634518000000.0,3001339000000.0,2567279000000.0,1607524000000.0,175133000000.0,1059713000000.0,1874.08,59.0,292915000000.0,-417189000000.0,126747000000.0,-133125000000.0,172405000000.0,37.99,771046000000.0,248471000000.0,257335000000.0,-111699000000.0,-76.5,,,24.0,43810000000.0,,,,1.3,ＩＮＰＥＸ
1662,2020/03,627132000000.0,440157000000.0,365212000000.0,350934000000.0,,118774000000.0,7046.17,64.2,69895000000.0,-18701000000.0,-13743000000.0,-7677000000.0,138259000000.0,21.92,318822000000.0,14283000000.0,32635000000.0,26815000000.0,469.18,6.66,4.28,50.0,3143000000.0,,11.72,11.72,0.7,石油資源開発
1663,2020/12,94624000000.0,79559000000.0,76067000000.0,56411000000.0,415000000.0,656000000.0,2866.3,80.4,7934000000.0,-6538000000.0,-1934000000.0,-4670000000.0,21879000000.0,13.57,58452000000.0,3625000000.0,4050000000.0,2844000000.0,106.93,3.74,3.01,30.0,751000000.0,1020000000.0,26.41,62.27,1.1,Ｋ＆Ｏエナジーグループ
1711,2020/03,731377000.0,19272000.0,18491000.0,-2586074000.0,200000000.0,,4.59,2.6,-6080000.0,67517000.0,187399000.0,-518000.0,440384000.0,-0.27,2273085000.0,-167198000.0,-171102000.0,-359630000.0,-85.58,,,,,4000.0,,,,ＳＤＳホールディングス
1712,2020/02,21611000000.0,12982000000.0,12312000000.0,7964000000.0,1650000000.0,3098000000.0,738.32,57.3,1470000000.0,-1539000000.0,-138000000.0,-1626828000.0,599000000.0,10.46,14048000000.0,1237394000.0,1296000000.0,678000000.0,40.35,5.47,3.14,6.0,100849000.0,18889000.0,14.87,17.66,0.8,ダイセキ環境ソリューション
1716,2020/06,15533540000.0,12548502000.0,12021290000.0,11211507000.0,,9790000.0,1052.37,77.1,2515215000.0,-1699666000.0,-198167000.0,-1093621000.0,6316072000.0,14.42,17440076000.0,2296950000.0,2482784000.0,1523817000.0,133.86,12.72,9.81,12.5,114793000.0,196000.0,7.53,7.55,1.3,第一カッター興業
1717,2020/03,5519596000.0,4127042000.0,4055723000.0,3090737000.0,,,333.97,73.5,-146098000.0,-143733000.0,-252218000.0,-30743000.0,1834097000.0,-3.36,4353631000.0,902962000.0,906422000.0,639600000.0,52.98,15.77,11.59,21.5,251531000.0,27000.0,39.33,39.33,6.8,明豊ファシリティワークス
1718,2020/12,27282433000.0,15147782000.0,13313880000.0,11953618000.0,1970000000.0,3049431000.0,12228.06,49.0,1480476000.0,-2243749000.0,-365801000.0,-2478319000.0,1282260000.0,5.43,27260898000.0,1304760000.0,1301731000.0,795608000.0,727.79,5.95,2.92,100.0,153045000.0,,19.24,19.24,0.8,美樹工業
1719,2020/03,339772000000.0,136900000000.0,135348000000.0,103699000000.0,17391000000.0,8712000000.0,704.86,40.0,-3102000000.0,-3016000000.0,-13244000000.0,-3805000000.0,115461000000.0,-0.82,378135000000.0,24699000000.0,23983000000.0,16803000000.0,84.42,12.35,4.95,30.0,6004000000.0,5065000000.0,35.73,65.88,4.4,安藤・間
1720,2020/03,235897000000.0,101703000000.0,96919000000.0,76831000000.0,25081000000.0,1476000000.0,949.38,42.9,-33439000000.0,-7488000000.0,21604000000.0,,29549000000.0,-10.38,322170000000.0,20315000000.0,21969000000.0,14903000000.0,139.79,14.72,6.32,30.0,3201000000.0,2000000.0,21.48,21.49,3.3,東急建設
1721,2020/03,450043000000.0,310694000000.0,316111000000.0,241033000000.0,7038000000.0,1107000000.0,2424.83,68.3,37496000000.0,-9919000000.0,-19819000000.0,-11184000000.0,35503000000.0,6.69,560882000000.0,38953000000.0,40064000000.0,25994000000.0,202.97,8.45,5.78,75.0,8345000000.0,8005000000.0,32.1,62.9,3.2,コムシスホールディングス
1723,2020/03,38543522000.0,23904957000.0,23513450000.0,23105327000.0,,,2986.75,62.0,4164633000.0,-4629416000.0,-794030000.0,-319974000.0,8538000000.0,13.31,31298715000.0,4425170000.0,4464652000.0,3184030000.0,397.82,13.32,8.26,119.0,752346000.0,85000.0,23.63,23.63,4.2,日本電技
1724,2020/12,9385000000.0,3311000000.0,3248000000.0,2519000000.0,850000000.0,418000000.0,898.77,35.3,1073000000.0,-374000000.0,-727000000.0,-300000000.0,996000000.0,9.85,10892000000.0,765000000.0,703000000.0,529000000.0,144.15,15.98,5.64,10.0,36000000.0,,6.81,6.81,1.2,シンクレイヤ
1726,2020/03,26398000000.0,6871000000.0,6699000000.0,4826000000.0,3800000000.0,4050000000.0,174.84,25.6,-2015000000.0,-630000000.0,2725000000.0,-792000000.0,2312000000.0,-5.79,34775000000.0,2158000000.0,2097000000.0,1348000000.0,34.43,19.92,5.11,9.0,314000000.0,383000000.0,23.29,51.71,5.4,ビーアールホールディングス
1730,2020/03,3413371000.0,1354541000.0,1360388000.0,972341000.0,8000000.0,337700000.0,396.79,39.7,11426000.0,-136881000.0,-85664000.0,-136881000.0,508195000.0,0.28,4030373000.0,64648000.0,69851000.0,39813000.0,11.66,2.94,1.17,5.0,17069000.0,22000.0,42.87,42.93,1.3,麻生フオームクリート
1736,2020/03,26013932000.0,15698565000.0,15128424000.0,14196460000.0,1028018000.0,19972000.0,2928.8,59.1,2514543000.0,-831651000.0,-421338000.0,,7059870000.0,9.24,27225613000.0,2297000000.0,2447559000.0,1620276000.0,308.64,10.54,6.23,85.0,342867000.0,71000.0,21.16,21.17,3.0,オーテック
1737,2020/03,19883818000.0,13732954000.0,13916419000.0,12153196000.0,,,1075.23,69.1,-114535000.0,-265167000.0,-842393000.0,-90152000.0,5324628000.0,-0.54,21022272000.0,156888000.0,261603000.0,170576000.0,13.36,1.24,0.86,33.0,842955000.0,,494.18,494.18,3.0,三井金属エンジニアリング
1739,2020/06,24528180000.0,5129854000.0,5129854000.0,4408732000.0,8724550000.0,3974605000.0,842.85,20.9,-2851280000.0,-19416000.0,2064896000.0,-24813000.0,2731110000.0,-11.48,24847555000.0,1588338000.0,1374541000.0,900009000.0,147.87,17.54,3.67,6.0,36517000.0,,4.06,4.06,0.8,シード平和
1743,2020/09,12093021000.0,7059688000.0,6966028000.0,4373884000.0,1000000.0,465854000.0,9311.3,58.4,1592354000.0,-316332000.0,-579682000.0,-408244000.0,995191000.0,14.42,11045316000.0,817087000.0,822183000.0,619491000.0,817.07,8.78,5.12,80.0,45492000.0,65000.0,7.34,7.35,0.9,コーアツ工業
1757,2020/03,2546191000.0,906236000.0,896236000.0,-11527548000.0,,87717000.0,5.22,35.2,-233005000.0,13152000.0,534525000.0,-211163000.0,712629000.0,-10.26,2270835000.0,-386072000.0,-394165000.0,-455416000.0,-3.11,,,,,11000.0,,,,中小企業ホールディングス
1758,2020/01,10251062000.0,7033059000.0,6790293000.0,6543593000.0,,145850000.0,10568.5,68.6,1066102000.0,-494539000.0,-95746000.0,-497520000.0,3366449000.0,8.99,11853390000.0,591135000.0,634082000.0,479989000.0,708.73,6.82,4.68,100.0,70047000.0,205600000.0,14.59,57.43,0.9,太洋基礎工業
1762,2020/03,211431000000.0,110139000000.0,111881000000.0,113567000000.0,16300000000.0,,3162.21,52.1,21791000000.0,-11988000000.0,-65000000.0,-11158000000.0,71730000000.0,7.72,282366000000.0,14720000000.0,14355000000.0,8698000000.0,249.81,7.9,4.11,63.0,1323000000.0,,15.21,15.21,2.0,高松コンストラクショングループ
1764,2020/06,13889867000.0,4146469000.0,4150871000.0,3230259000.0,1410000000.0,966287000.0,3631.86,29.9,-838840000.0,-73162000.0,50449000.0,-48774000.0,749129000.0,-4.5,18650871000.0,674899000.0,584480000.0,410216000.0,359.3,9.89,2.95,105.0,205510000.0,69000.0,50.1,50.11,3.0,工藤建設
1766,2020/04,189927000000.0,97999000000.0,98262000000.0,93626000000.0,,,7287.85,51.6,1839000000.0,-3140000000.0,-2983000000.0,-3589000000.0,95992000000.0,0.57,323386000000.0,12819000000.0,13264000000.0,8606000000.0,639.96,8.78,4.53,220.0,2958000000.0,10000000.0,34.37,34.49,3.2,東建コーポレーション
1768,2020/03,11294624000.0,6763551000.0,6742516000.0,5625618000.0,,,922.04,59.9,-822103000.0,-33686000.0,-147709000.0,-31793000.0,2947263000.0,-5.18,15856688000.0,806341000.0,863000000.0,539822000.0,73.59,7.98,4.78,20.0,146710000.0,74000.0,27.18,27.19,2.2,ソネック
1770,2020/03,25040517000.0,13180812000.0,12889102000.0,12282816000.0,805000000.0,,1446.65,52.6,1659456000.0,-303665000.0,-235742000.0,-110016000.0,7642610000.0,5.71,29087314000.0,1758888000.0,1830691000.0,1131023000.0,124.17,8.58,4.52,30.0,273205000.0,,24.16,24.16,2.1,藤田エンジニアリング
1775,2020/03,55157000000.0,25763000000.0,25521000000.0,16944000000.0,29000000.0,,2777.77,45.3,3544000000.0,-841000000.0,-733000000.0,-257000000.0,7219000000.0,4.32,81986000000.0,5929000000.0,5807000000.0,3678000000.0,408.97,14.72,6.67,75.0,629000000.0,,17.1,17.1,2.9,富士古河Ｅ＆Ｃ
1776,2020/03,27111000000.0,11661000000.0,11450000000.0,8658000000.0,,,1262.92,42.5,1099000000.0,-520000000.0,-250000000.0,-523000000.0,9267000000.0,3.29,33384000000.0,1605000000.0,1609000000.0,1038000000.0,113.79,9.01,3.83,26.0,209000000.0,87000000.0,20.13,28.52,2.1,三井住建道路
1780,2020/03,21267921000.0,14884287000.0,14623052000.0,10773681000.0,1400000000.0,210120000.0,795.95,70.0,858794000.0,-174955000.0,-1360245000.0,-175675000.0,2054066000.0,3.61,23769352000.0,1399577000.0,1517519000.0,954052000.0,51.34,6.41,4.49,5.0,94636000.0,36000.0,9.92,9.92,0.6,ヤマウラ
1783,2020/09,10296893000.0,3793767000.0,4445429000.0,-4233508000.0,338625000.0,4248079000.0,64.6,36.7,-290484000.0,-233191000.0,132408000.0,-178926000.0,468356000.0,-11.74,2474885000.0,-929445000.0,-1304977000.0,-3723542000.0,-64.44,,,,,0.0,,,,アジアゲートホールディングス
1787,2020/03,10576069000.0,7122937000.0,7057987000.0,5781891000.0,,,2863.07,67.3,416546000.0,-138376000.0,-470650000.0,-130240000.0,3778201000.0,3.78,11019657000.0,621604000.0,664218000.0,466432000.0,185.59,6.55,4.41,130.0,316337000.0,151376000.0,67.82,100.27,4.6,ナカボーテック
1788,2020/06,4003979000.0,2524218000.0,2477856000.0,1212369000.0,,,4244.94,63.0,131663000.0,-9771000.0,-249970000.0,-60405000.0,951059000.0,2.31,5703442000.0,91097000.0,110950000.0,97033000.0,149.83,3.84,2.42,45.0,34272000.0,209112000.0,35.32,250.83,1.1,三東工業社
1789,2020/09,4487367000.0,2348720000.0,2521285000.0,769861000.0,200000000.0,362500000.0,368.21,52.3,94006000.0,40538000.0,313958000.0,-19987000.0,2279613000.0,1.65,5700318000.0,148238000.0,156176000.0,151750000.0,23.83,6.47,3.38,5.0,31845000.0,,20.99,20.99,1.4,ＥＴＳホールディングス
1793,2020/03,92515000000.0,64888000000.0,62736000000.0,53203000000.0,,,12705.36,70.1,-353000000.0,642000000.0,-614000000.0,-608000000.0,14762000000.0,-0.45,79060000000.0,3085000000.0,3254000000.0,2310000000.0,452.29,3.56,2.5,150.0,612000000.0,1000000.0,26.49,26.54,1.2,大本組
1795,2020/09,7639877000.0,4157546000.0,4176370000.0,2123549000.0,157000000.0,211299000.0,4784.86,54.4,1206313000.0,-105761000.0,-255261000.0,-2674000.0,2385690000.0,10.57,11409253000.0,730712000.0,643147000.0,417824000.0,481.72,10.05,5.47,160.0,125453000.0,302000.0,30.03,30.1,3.5,マサル
1798,2020/03,29820984000.0,10080709000.0,10013349000.0,7023114000.0,2960000000.0,,4619.35,33.8,-4328713000.0,-365366000.0,1450968000.0,-161852000.0,3743100000.0,-10.95,39531837000.0,1311689000.0,1350336000.0,841191000.0,385.8,8.34,2.82,65.0,141736000.0,,16.85,16.85,1.4,守谷商会
1799,2020/03,69814191000.0,60943354000.0,58404605000.0,52157889000.0,,,2977.27,87.3,-1015552000.0,-3461543000.0,-798043000.0,-3976602000.0,19064659000.0,-2.12,47940352000.0,4005613000.0,4399715000.0,2598343000.0,126.85,4.26,3.72,34.0,698008000.0,100133000.0,26.86,30.72,1.2,第一建設工業
1801,2020/03,1889995000000.0,753915000000.0,673729000000.0,556304000000.0,87934000000.0,80038000000.0,3550.02,39.7,77475000000.0,33260000000.0,-66647000000.0,,482655000000.0,4.42,1751330000000.0,167755000000.0,173347000000.0,122087000000.0,573.13,16.27,6.46,130.0,29003000000.0,28013000000.0,23.76,46.7,3.8,大成建設
1802,2020/03,2230297000000.0,850498000000.0,685469000000.0,587012000000.0,54823000000.0,78104000000.0,1139.68,36.7,237628000000.0,-47318000000.0,-49397000000.0,,298945000000.0,11.46,2073043000000.0,152871000000.0,159005000000.0,113093000000.0,157.59,13.83,5.07,32.0,24413000000.0,5000000.0,21.59,21.59,2.9,大林組
1803,2020/03,1904934000000.0,736412000000.0,606741000000.0,510873000000.0,112774000000.0,70360000000.0,957.56,38.3,170557000000.0,-115745000000.0,68732000000.0,-123904000000.0,352722000000.0,10.04,1698292000000.0,133894000000.0,137986000000.0,98977000000.0,128.31,13.55,5.2,38.0,31906000000.0,20003000000.0,32.24,52.45,4.0,清水建設
1805,2020/03,121804000000.0,39473000000.0,39044000000.0,27864000000.0,16656000000.0,3241000000.0,2062.7,32.4,-2679000000.0,-1602000000.0,4362000000.0,-1121000000.0,23050000000.0,-1.99,134859000000.0,7848000000.0,7382000000.0,5109000000.0,266.36,12.95,4.19,50.0,962000000.0,127000000.0,18.83,21.32,2.5,飛島建設
1807,2020/03,31515637000.0,16232294000.0,14468451000.0,11852792000.0,800000000.0,212858000.0,5066.78,51.3,2432832000.0,-510767000.0,-877408000.0,-522877000.0,3846711000.0,6.6,36861426000.0,1433610000.0,1565706000.0,1044555000.0,327.4,6.46,3.31,60.0,191426000.0,,18.33,18.33,1.2,佐藤渡辺
